,scaling factor,time (sec),accel = sin(t/tscale)*ascale,sine argument,vel = (-cos(t/tscale)+1)*vscale,RR vel (m/s),err vel,pos = (-tscale(sin(t/tscale))+t)*vscale,RR pos (meters),error vel,error pos,time (min),vel Km/hr,pos Km,,,,,,,,,,,,,,,,,
,,1328.0000000,-0.235891789752954,4.6355945,72.977623017484500,72.859603021742300,0.1180200,109368.565521805000000,109441.353388218000000,0.1180200,72.7415830,22.1333333,262.2945709,109.4413534,,,,,,,,,,,,,,,,,
,,1329.0000000,-0.235953711028387,4.6390852,72.741700027539600,72.623649310713900,0.1180507,109441.425188487000000,109513.977037528000000,0.1180507,72.5055986,22.1500000,261.4451375,109.5139770,,,,,,,,,,,,,,,,,
,,1330.0000000,-0.236012757282314,4.6425758,72.505716553768700,72.387636553431600,0.1180800,109514.048901699000000,109586.364674082000000,0.1180800,72.2695566,22.1666667,260.5954916,109.5863647,,,,,,,,,,,,,,,,,
,,1331.0000000,-0.236068927795275,4.6460665,72.269675471555700,72.151567625636300,0.1181078,109586.436602392000000,109658.516241707000000,0.1181078,72.0334598,22.1833333,259.7456435,109.6585162,,,,,,,,,,,,,,,,,
,,1332.0000000,-0.236122221882849,4.6495571,72.033579656986900,71.915445403753500,0.1181343,109658.588234398000000,109730.431687111000000,0.1181343,71.7973112,22.2000000,258.8956035,109.7304317,,,,,,,,,,,,,,,,,
,,1333.0000000,-0.236172638895665,4.6530478,71.797431986815300,71.679272764857800,0.1181592,109730.503744421000000,109802.110959876000000,0.1181592,71.5611135,22.2166667,258.0453820,109.8021110,,,,,,,,,,,,,,,,,
,,1334.0000000,-0.236220178219408,4.6565384,71.561235338425700,71.443052586638400,0.1181828,109802.183082045000000,109873.554012463000000,0.1181828,71.3248698,22.2333333,257.1949893,109.8735540,,,,,,,,,,,,,,,,,
,,1335.0000000,-0.236264839274826,4.6600291,71.324992589799700,71.206787747363600,0.1182048,109873.626199731000000,109944.760800210000000,0.1182048,71.0885829,22.2500000,256.3444359,109.9447608,,,,,,,,,,,,,,,,,
,,1336.0000000,-0.236306621517738,4.6635198,71.088706619480600,70.970481125845800,0.1182255,109944.833052818000000,110015.731281336000000,0.1182255,70.8522556,22.2666667,255.4937321,110.0157313,,,,,,,,,,,,,,,,,
,,1337.0000000,-0.236345524439040,4.6670104,70.852380306538400,70.734135601406800,0.1182447,110015.803599522000000,110086.465416937000000,0.1182447,70.6158909,22.2833333,254.6428882,110.0864654,,,,,,,,,,,,,,,,,
,,1338.0000000,-0.236381547564713,4.6705011,70.616016530534800,70.497754053842100,0.1182625,110086.537800943000000,110156.963170991000000,0.1182625,70.3794916,22.3000000,253.7919146,110.1569632,,,,,,,,,,,,,,,,,
,,1339.0000000,-0.236414690455827,4.6739917,70.379618171487600,70.261339363386200,0.1182788,110157.035621056000000,110227.224510354000000,0.1182788,70.1430606,22.3166667,252.9408217,110.2272245,,,,,,,,,,,,,,,,,
,,1340.0000000,-0.236444952708545,4.6774824,70.143188109836300,70.024894410677700,0.1182937,110227.297026718000000,110297.249404765000000,0.1182937,69.9066007,22.3333333,252.0896199,110.2972494,,,,,,,,,,,,,,,,,
,,1341.0000000,-0.236472333954132,4.6809731,69.906729226406600,69.788422076723600,0.1183071,110297.321987668000000,110367.037826842000000,0.1183071,69.6701149,22.3500000,251.2383195,110.3670378,,,,,,,,,,,,,,,,,
,,1342.0000000,-0.236496833858956,4.6844637,69.670244402375400,69.551925242864600,0.1183192,110367.110476524000000,110436.589752085000000,0.1183192,69.4336061,22.3666667,250.3869309,110.4365898,,,,,,,,,,,,,,,,,
,,1343.0000000,-0.236518452124494,4.6879544,69.433736519235500,69.315406790740100,0.1183297,110436.662468787000000,110505.905158876000000,0.1183297,69.1970771,22.3833333,249.5354644,110.5059052,,,,,,,,,,,,,,,,,
,,1344.0000000,-0.236537188487332,4.6914450,69.197208458761000,69.078869602252800,0.1183389,110505.977942837000000,110574.984028478000000,0.1183389,68.9605307,22.4000000,248.6839306,110.5749840,,,,,,,,,,,,,,,,,
,,1345.0000000,-0.236553042719176,4.6949357,68.960663102971600,68.842316559533600,0.1183465,110575.056879939000000,110643.826345037000000,0.1183465,68.7239700,22.4166667,247.8323396,110.6438263,,,,,,,,,,,,,,,,,
,,1346.0000000,-0.236566014626846,4.6984263,68.724103334097800,68.605750544906800,0.1183528,110643.899264239000000,110712.432095582000000,0.1183528,68.4873978,22.4333333,246.9807020,110.7124321,,,,,,,,,,,,,,,,,
,,1347.0000000,-0.236576104052283,4.7019170,68.487532034545700,68.369174440854500,0.1183576,110712.505082764000000,110780.801270023000000,0.1183576,68.2508168,22.4500000,246.1290280,110.7808013,,,,,,,,,,,,,,,,,
,,1348.0000000,-0.236583310872551,4.7054077,68.250952086861900,68.132591129981900,0.1183610,110780.874325425000000,110848.933861153000000,0.1183610,68.0142302,22.4666667,245.2773281,110.8489339,,,,,,,,,,,,,,,,,
,,1349.0000000,-0.236587634999838,4.7088983,68.014366373698600,67.896003494982100,0.1183629,110849.006985016000000,110916.829864648000000,0.1183629,67.7776406,22.4833333,244.4256126,110.9168299,,,,,,,,,,,,,,,,,
,,1350.0000000,-0.236589076381454,4.7123890,67.777777777777900,67.659414418600600,0.1183634,110916.903057211000000,110984.489279067000000,0.1183634,67.5410511,22.5000000,243.5738919,110.9844893,,,,,,,,,,,,,,,,,
,,1351.0000000,-0.236587634999838,4.7158796,67.541189181857200,67.422826783600800,0.1183624,110984.562540571000000,111051.912105850000000,0.1183624,67.3044644,22.5166667,242.7221764,111.0519121,,,,,,,,,,,,,,,,,
,,1352.0000000,-0.236583310872551,4.7193703,67.304603468693800,67.186243472728300,0.1183600,111051.985436536000000,111119.098349323000000,0.1183600,67.0678835,22.5333333,241.8704765,111.1190983,,,,,,,,,,,,,,,,,
,,1353.0000000,-0.236576104052283,4.7228610,67.068023521010100,66.949667368676000,0.1183562,111119.171749430000000,111186.048016692000000,0.1183562,66.8313112,22.5500000,241.0188025,111.1860480,,,,,,,,,,,,,,,,,
,,1354.0000000,-0.236566014626846,4.7263516,66.831452221458100,66.713101354049100,0.1183509,111186.121486461000000,111252.761118046000000,0.1183509,66.5947505,22.5666667,240.1671649,111.2527611,,,,,,,,,,,,,,,,,
,,1355.0000000,-0.236553042719176,4.7298423,66.594892452584300,66.476548311329900,0.1183441,111252.834657717000000,111319.237666357000000,0.1183441,66.3582042,22.5833333,239.3155739,111.3192377,,,,,,,,,,,,,,,,,
,,1356.0000000,-0.236537188487332,4.7333329,66.358347096794900,66.240011122842600,0.1183360,111319.311276170000000,111385.477677480000000,0.1183360,66.1216751,22.6000000,238.4640400,111.3854777,,,,,,,,,,,,,,,,,
,,1357.0000000,-0.236518452124494,4.7368236,66.121819036320300,66.003492670718100,0.1183264,111385.551357676000000,111451.481170151000000,0.1183264,65.8851663,22.6166667,237.6125736,111.4514812,,,,,,,,,,,,,,,,,
,,1358.0000000,-0.236496833858956,4.7403142,65.885311153180500,65.766995836859200,0.1183153,111451.554920969000000,111517.248165987000000,0.1183153,65.6486805,22.6333333,236.7611850,111.5172482,,,,,,,,,,,,,,,,,
,,1359.0000000,-0.236472333954132,4.7438049,65.648826329149200,65.530523502905000,0.1183028,111517.321987668000000,111582.778689490000000,0.1183028,65.4122207,22.6500000,235.9098846,111.5827787,,,,,,,,,,,,,,,,,
,,1360.0000000,-0.236444952708545,4.7472956,65.412367445719500,65.294078550196500,0.1182889,111582.852582274000000,111648.072768041000000,0.1182889,65.1757897,22.6666667,235.0586828,111.6480728,,,,,,,,,,,,,,,,,
,,1361.0000000,-0.236414690455827,4.7507862,65.175937384068200,65.057663859740700,0.1182735,111648.146732167000000,111713.130431900000000,0.1182735,64.9393903,22.6833333,234.2075899,111.7131304,,,,,,,,,,,,,,,,,
,,1362.0000000,-0.236381547564713,4.7542769,64.939539025021000,64.821282312175900,0.1182567,111713.204467610000000,111777.951714212000000,0.1182567,64.7030256,22.7000000,233.3566163,111.7779517,,,,,,,,,,,,,,,,,
,,1363.0000000,-0.236345524439040,4.7577675,64.703175249017400,64.584936787736900,0.1182385,111778.025821745000000,111842.536651000000000,0.1182385,64.4666983,22.7166667,232.5057724,111.8425367,,,,,,,,,,,,,,,,,
,,1364.0000000,-0.236306621517738,4.7612582,64.466848936075300,64.348630166219200,0.1182188,111842.610830595000000,111906.885281166000000,0.1182188,64.2304114,22.7333333,231.6550686,111.9068853,,,,,,,,,,,,,,,,,
,,1365.0000000,-0.236264839274826,4.7647489,64.230562965756100,64.112365326944300,0.1181976,111906.959533064000000,111970.997646493000000,0.1181976,63.9941677,22.7500000,230.8045152,111.9709976,,,,,,,,,,,,,,,,,
,,1366.0000000,-0.236220178219408,4.7682395,63.994320217130100,63.876145148724900,0.1181751,111971.071970934000000,112034.873791642000000,0.1181751,63.7579701,22.7666667,229.9541225,112.0348738,,,,,,,,,,,,,,,,,
,,1367.0000000,-0.236172638895665,4.7717302,63.758123568740500,63.639972509829300,0.1181511,112034.948188865000000,112098.513764152000000,0.1181511,63.5218215,22.7833333,229.1039010,112.0985138,,,,,,,,,,,,,,,,,
,,1368.0000000,-0.236122221882849,4.7752208,63.521975898568900,63.403850287946400,0.1181256,112098.588234398000000,112161.917614440000000,0.1181256,63.2857247,22.8000000,228.2538610,112.1619176,,,,,,,,,,,,,,,,,
,,1369.0000000,-0.236068927795275,4.7787115,63.285880084000100,63.167781360151100,0.1180987,112161.992157948000000,112225.085395800000000,0.1180987,63.0496826,22.8166667,227.4040129,112.2250854,,,,,,,,,,,,,,,,,
,,1370.0000000,-0.236012757282314,4.7822022,63.049839001787200,62.931768602868800,0.1180704,112225.160012810000000,112288.017164403000000,0.1180704,62.8136982,22.8333333,226.5543670,112.2880172,,,,,,,,,,,,,,,,,
,,1371.0000000,-0.235953711028387,4.7856928,62.813855528016200,62.695814891840400,0.1180406,112288.091855154000000,112350.712979295000000,0.1180406,62.5777743,22.8500000,225.7049336,112.3507130,,,,,,,,,,,,,,,,,
,,1372.0000000,-0.235891789752954,4.7891835,62.577932538071300,62.459923102087500,0.1180094,112350.787744027000000,112413.172902397000000,0.1180094,62.3419137,22.8666667,224.8557232,112.4131729,,,,,,,,,,,,,,,,,
,,1373.0000000,-0.235826994210505,4.7926741,62.342072906599700,62.224096107877000,0.1179768,112413.247741350000000,112475.396998505000000,0.1179768,62.1061193,22.8833333,224.0067460,112.4753970,,,,,,,,,,,,,,,,,
,,1374.0000000,-0.235759325190554,4.7961648,62.106279507476500,61.988336782686400,0.1179427,112475.471911918000000,112537.385335287000000,0.1179427,61.8703941,22.9000000,223.1580124,112.5373853,,,,,,,,,,,,,,,,,
,,1375.0000000,-0.235688783517627,4.7996554,61.870555213770000,61.752647999168800,0.1179072,112537.460323400000000,112599.137983287000000,0.1179072,61.6347408,22.9166667,222.3095328,112.5991380,,,,,,,,,,,,,,,,,
,,1376.0000000,-0.235615370051252,4.8031461,61.634902897706200,61.517032629117500,0.1178703,112599.213046338000000,112660.655015916000000,0.1178703,61.3991624,22.9333333,221.4613175,112.6606550,,,,,,,,,,,,,,,,,
,,1377.0000000,-0.235539085685948,4.8066368,61.399325430634100,61.281493543431600,0.1178319,112660.730154145000000,112721.936509459000000,0.1178319,61.1636617,22.9500000,220.6133768,112.7219365,,,,,,,,,,,,,,,,,
,,1378.0000000,-0.235459931351217,4.8101274,61.163825682991100,61.046033612080400,0.1177921,112722.011723106000000,112782.982543071000000,0.1177921,60.9282415,22.9666667,219.7657210,112.7829825,,,,,,,,,,,,,,,,,
,,1379.0000000,-0.235377908011529,4.8136181,60.928406524267100,60.810655704068800,0.1177508,112783.057832374000000,112843.793198775000000,0.1177508,60.6929049,22.9833333,218.9183605,112.8437932,,,,,,,,,,,,,,,,,
,,1380.0000000,-0.235293016666313,4.8171087,60.693070822970300,60.575362687402500,0.1177081,112843.868563973000000,112904.368561463000000,0.1177081,60.4576546,23.0000000,218.0713057,112.9043686,,,,,,,,,,,,,,,,,
,,1381.0000000,-0.235205258349942,4.8205994,60.457821446591900,60.340157429052600,0.1176640,112904.444002795000000,112964.708718892000000,0.1176640,60.2224934,23.0166667,217.2245667,112.9647087,,,,,,,,,,,,,,,,,
,,1382.0000000,-0.235114634131725,4.8240901,60.222661261571400,60.105042794920900,0.1176185,112964.784236597000000,113024.813761687000000,0.1176185,59.9874243,23.0333333,216.3781541,113.0248138,,,,,,,,,,,,,,,,,
,,1383.0000000,-0.235021145115888,4.8275807,59.987593133261400,59.870021649805000,0.1175715,113024.889356004000000,113084.683783336000000,0.1175715,59.7524502,23.0500000,215.5320779,113.0846838,,,,,,,,,,,,,,,,,
,,1384.0000000,-0.234924792441567,4.8310714,59.752619925892900,59.635096857363400,0.1175231,113084.759454504000000,113144.318880194000000,0.1175231,59.5175738,23.0666667,214.6863487,113.1443189,,,,,,,,,,,,,,,,,
,,1385.0000000,-0.234825577282787,4.8345620,59.517744502540100,59.400271280080600,0.1174732,113144.394628450000000,113203.719151474000000,0.1174732,59.2827981,23.0833333,213.8409766,113.2037192,,,,,,,,,,,,,,,,,
,,1386.0000000,-0.234723500848454,4.8380527,59.282969725086200,59.165547779232200,0.1174219,113203.794977058000000,113262.884699253000000,0.1174219,59.0481258,23.1000000,212.9959720,113.2628847,,,,,,,,,,,,,,,,,
,,1387.0000000,-0.234618564382338,4.8415433,59.048298454187500,58.930929214849800,0.1173692,113262.960602402000000,113321.815628468000000,0.1173692,58.8135600,23.1166667,212.1513452,113.3218156,,,,,,,,,,,,,,,,,
,,1388.0000000,-0.234510769163056,4.8450340,58.813733549239600,58.696418445686800,0.1173151,113321.891609421000000,113380.512046914000000,0.1173151,58.5791033,23.1333333,211.3071064,113.3805120,,,,,,,,,,,,,,,,,
,,1389.0000000,-0.234400116504059,4.8485247,58.579277868341700,58.462018329182700,0.1172595,113380.588105909000000,113438.974065243000000,0.1172595,58.3447588,23.1500000,210.4632660,113.4389741,,,,,,,,,,,,,,,,,
,,1390.0000000,-0.234286607753614,4.8520153,58.344934268262300,58.227731721429100,0.1172025,113439.050202518000000,113497.201796964000000,0.1172025,58.1105292,23.1666667,209.6198342,113.4972018,,,,,,,,,,,,,,,,,
,,1391.0000000,-0.234170244294791,4.8555060,58.110705604404300,57.993561477134300,0.1171441,113497.278012758000000,113555.195358441000000,0.1171441,57.8764173,23.1833333,208.7768213,113.5551954,,,,,,,,,,,,,,,,,
,,1392.0000000,-0.234051027545440,4.8589966,57.876594730770000,57.759510449588900,0.1170843,113555.271652990000000,113612.954868891000000,0.1170843,57.6424262,23.2000000,207.9342376,113.6129549,,,,,,,,,,,,,,,,,
,,1393.0000000,-0.233928958958180,4.8624873,57.642604499926400,57.525581490630700,0.1170230,113613.031242433000000,113670.480450382000000,0.1170230,57.4085585,23.2166667,207.0920934,113.6704805,,,,,,,,,,,,,,,,,
,,1394.0000000,-0.233804040020379,4.8659780,57.408737762970900,57.291777450610300,0.1169603,113670.556903155000000,113727.772227832000000,0.1169603,57.1748171,23.2333333,206.2503988,113.7277722,,,,,,,,,,,,,,,,,
,,1395.0000000,-0.233676272254135,4.8694686,57.174997369495600,57.058101178356200,0.1168962,113727.848760074000000,113784.830329011000000,0.1168962,56.9412050,23.2500000,205.4091642,113.7848303,,,,,,,,,,,,,,,,,
,,1396.0000000,-0.233545657216256,4.8729593,56.941386167553500,56.824555521139900,0.1168306,113784.906940958000000,113841.654884532000000,0.1168306,56.7077249,23.2666667,204.5683999,113.8416549,,,,,,,,,,,,,,,,,
,,1397.0000000,-0.233412196498247,4.8764499,56.707907003623500,56.591143324641700,0.1167637,113841.731576422000000,113898.246027856000000,0.1167637,56.4743796,23.2833333,203.7281160,113.8982460,,,,,,,,,,,,,,,,,
,,1398.0000000,-0.233275891726285,4.8799406,56.474562722575400,56.357867432915400,0.1166953,113898.322799926000000,113954.603895289000000,0.1166953,56.2411721,23.3000000,202.8883228,113.9546039,,,,,,,,,,,,,,,,,
,,1399.0000000,-0.233136744561199,4.8834312,56.241356167635700,56.124730688354200,0.1166255,113954.680747775000000,114010.728625978000000,0.1166255,56.0081052,23.3166667,202.0490305,114.0107286,,,,,,,,,,,,,,,,,
,,1400.0000000,-0.232994756698453,4.8869219,56.008290180352600,55.891735931655700,0.1165542,114010.805559117000000,114066.620361909000000,0.1165542,55.7751817,23.3333333,201.2102494,114.0666204,,,,,,,,,,,,,,,,,
,,1401.0000000,-0.232849929868127,4.8904126,55.775367600561700,55.658886001787600,0.1164816,114066.697375939000000,114122.279247911000000,0.1164816,55.5424044,23.3500000,200.3719896,114.1222792,,,,,,,,,,,,,,,,,
,,1402.0000000,-0.232702265834887,4.8939032,55.542591266351000,55.426183735952700,0.1164075,114122.356343067000000,114177.705431647000000,0.1164075,55.3097762,23.3666667,199.5342614,114.1777054,,,,,,,,,,,,,,,,,
,,1403.0000000,-0.232551766397975,4.8973939,55.309964014026900,55.193631969554700,0.1163320,114177.782608165000000,114232.899063617000000,0.1163320,55.0772999,23.3833333,198.6970751,114.2328991,,,,,,,,,,,,,,,,,
,,1404.0000000,-0.232398433391178,4.9008845,55.077488678078800,54.961233536163600,0.1162551,114232.976321734000000,114287.860297153000000,0.1162551,54.8449784,23.4000000,197.8604407,114.2878603,,,,,,,,,,,,,,,,,
,,1405.0000000,-0.232242268682811,4.9043752,54.845168091145400,54.728991267480700,0.1161768,114287.937637105000000,114342.589288420000000,0.1161768,54.6128144,23.4166667,197.0243686,114.3425893,,,,,,,,,,,,,,,,,
,,1406.0000000,-0.232083274175691,4.9078659,54.613005083979800,54.496907993305100,0.1160971,114342.666710443000000,114397.086196414000000,0.1160971,54.3808109,23.4333333,196.1888688,114.3970862,,,,,,,,,,,,,,,,,
,,1407.0000000,-0.231921451807116,4.9113565,54.381002485414900,54.264986541497900,0.1160159,114397.163700742000000,114451.351182955000000,0.1160159,54.1489706,23.4500000,195.3539515,114.4513512,,,,,,,,,,,,,,,,,
,,1408.0000000,-0.231756803548841,4.9148472,54.149163122329200,54.033229737949100,0.1159334,114451.428769825000000,114505.384412693000000,0.1159334,53.9172964,23.4666667,194.5196271,114.5053844,,,,,,,,,,,,,,,,,
,,1409.0000000,-0.231589331407053,4.9183378,53.917489819612100,53.801640406542000,0.1158494,114505.462082340000000,114559.186053100000000,0.1158494,53.6857910,23.4833333,193.6859055,114.5591861,,,,,,,,,,,,,,,,,
,,1410.0000000,-0.231419037422346,4.9218285,53.685985400129700,53.570221369119700,0.1157640,114559.263805759000000,114612.756274469000000,0.1157640,53.4544573,23.5000000,192.8527969,114.6127563,,,,,,,,,,,,,,,,,
,,1411.0000000,-0.231245923669700,4.9253191,53.454652684690400,53.338975445450000,0.1156772,114612.834110375000000,114666.095249914000000,0.1156772,53.2232982,23.5166667,192.0203116,114.6660952,,,,,,,,,,,,,,,,,
,,1412.0000000,-0.231069992258451,4.9288098,53.223494492010300,53.107905453191500,0.1155890,114666.173169303000000,114719.203155367000000,0.1155890,52.9923164,23.5333333,191.1884596,114.7192032,,,,,,,,,,,,,,,,,
,,1413.0000000,-0.230891245332268,4.9323005,52.992513638678900,52.877014207859300,0.1154994,114719.281158472000000,114772.080169575000000,0.1154994,52.7615148,23.5500000,190.3572511,114.7720802,,,,,,,,,,,,,,,,,
,,1414.0000000,-0.230709685069124,4.9357911,52.761712939125100,52.646304522790100,0.1154084,114772.158256631000000,114824.726474098000000,0.1154084,52.5308961,23.5666667,189.5266963,114.8247265,,,,,,,,,,,,,,,,,
,,1415.0000000,-0.230525313681276,4.9392818,52.531095205582600,52.415779209108900,0.1153160,114824.804645339000000,114877.142253307000000,0.1153160,52.3004632,23.5833333,188.6968052,114.8771423,,,,,,,,,,,,,,,,,
,,1416.0000000,-0.230338133415230,4.9427724,52.300663248055700,52.185441075693600,0.1152222,114877.220508968000000,114929.327694383000000,0.1152222,52.0702189,23.6000000,187.8675879,114.9293277,,,,,,,,,,,,,,,,,
,,1417.0000000,-0.230148146551719,4.9462631,52.070419874285000,51.955292929141900,0.1151269,114929.406034697000000,114981.282987312000000,0.1151269,51.8401660,23.6166667,187.0390545,114.9812830,,,,,,,,,,,,,,,,,
,,1418.0000000,-0.229955355405672,4.9497538,51.840367889713400,51.725337573736200,0.1150303,114981.361412513000000,115033.008324886000000,0.1150303,51.6103073,23.6333333,186.2112153,115.0330083,,,,,,,,,,,,,,,,,
,,1419.0000000,-0.229759762326189,4.9532444,51.610510097451800,51.495577811410100,0.1149323,115033.086835207000000,115084.503902697000000,0.1149323,51.3806455,23.6500000,185.3840801,115.0845039,,,,,,,,,,,,,,,,,
,,1420.0000000,-0.229561369696510,4.9567351,51.380849298244900,51.266016441713500,0.1148329,115084.582498372000000,115135.769919139000000,0.1148329,51.1511836,23.6666667,184.5576592,115.1357699,,,,,,,,,,,,,,,,,
,,1421.0000000,-0.229360179933986,4.9602257,51.151388290436800,51.036656261779600,0.1147320,115135.848600401000000,115186.806575401000000,0.1147320,50.9219242,23.6833333,183.7319625,115.1868066,,,,,,,,,,,,,,,,,
,,1422.0000000,-0.229156195490052,4.9637164,50.922129869937700,50.807500066289500,0.1146298,115186.885342482000000,115237.614075467000000,0.1146298,50.6928703,23.7000000,182.9070002,115.2376141,,,,,,,,,,,,,,,,,
,,1423.0000000,-0.228949418850193,4.9672071,50.693076830189100,50.578550647439300,0.1145262,115237.692928601000000,115288.192626114000000,0.1145262,50.4640245,23.7166667,182.0827823,115.2881926,,,,,,,,,,,,,,,,,
,,1424.0000000,-0.228739852533917,4.9706977,50.464231962129900,50.349810794905400,0.1144212,115288.271565533000000,115338.542436909000000,0.1144212,50.2353896,23.7333333,181.2593189,115.3385424,,,,,,,,,,,,,,,,,
,,1425.0000000,-0.228527499094723,4.9741884,50.235598054162600,50.121283295810700,0.1143148,115338.621462845000000,115388.663720205000000,0.1143148,50.0069685,23.7500000,180.4366199,115.3886637,,,,,,,,,,,,,,,,,
,,1426.0000000,-0.228312361120073,4.9776790,50.007177892119300,49.892970934690600,0.1142070,115388.742832890000000,115438.556691140000000,0.1142070,49.7787640,23.7666667,179.6146954,115.4385567,,,,,,,,,,,,,,,,,
,,1427.0000000,-0.228094441231353,4.9811697,49.778974259227500,49.664876493459200,0.1140978,115438.635890806000000,115488.221567633000000,0.1140978,49.5507787,23.7833333,178.7935554,115.4882216,,,,,,,,,,,,,,,,,
,,1428.0000000,-0.227873742083848,4.9846603,49.550989936076500,49.437002751375400,0.1139872,115488.300854512000000,115537.658570384000000,0.1139872,49.3230156,23.8000000,177.9732099,115.5376586,,,,,,,,,,,,,,,,,
,,1429.0000000,-0.227650266366710,4.9881510,49.323227700583400,49.209352485008700,0.1138752,115537.737944707000000,115586.867922869000000,0.1138752,49.0954773,23.8166667,177.1536689,115.5868679,,,,,,,,,,,,,,,,,
,,1430.0000000,-0.227424016802917,4.9916417,49.095690327959000,48.981928468205800,0.1137619,115586.947384867000000,115635.849851338000000,0.1137619,48.8681666,23.8333333,176.3349425,115.6358499,,,,,,,,,,,,,,,,,
,,1431.0000000,-0.227194996149250,4.9951323,48.868380590674600,48.754733472056500,0.1136471,115635.929401241000000,115684.604584810000000,0.1136471,48.6410864,23.8500000,175.5170405,115.6846046,,,,,,,,,,,,,,,,,
,,1432.0000000,-0.226963207196254,4.9986230,48.641301258427400,48.527770264860300,0.1135310,115684.684222850000000,115733.132355075000000,0.1135310,48.4142393,23.8666667,174.6999730,115.7331324,,,,,,,,,,,,,,,,,
,,1433.0000000,-0.226728652768203,5.0021136,48.414455098107500,48.301041612092100,0.1134135,115733.212081482000000,115781.433396687000000,0.1134135,48.1876281,23.8833333,173.8837498,115.7814334,,,,,,,,,,,,,,,,,
,,1434.0000000,-0.226491335723069,5.0056043,48.187844873763700,48.074550276369000,0.1132946,115781.513211692000000,115829.507946963000000,0.1132946,47.9612557,23.9000000,173.0683810,115.8295079,,,,,,,,,,,,,,,,,
,,1435.0000000,-0.226251258952486,5.0090950,47.961473346570200,47.848299017416500,0.1131743,115829.587850796000000,115877.356245981000000,0.1131743,47.7351247,23.9166667,172.2538765,115.8773562,,,,,,,,,,,,,,,,,
,,1436.0000000,-0.226008425381713,5.0125856,47.735343274792500,47.622290592034800,0.1130527,115877.436238870000000,115924.978536573000000,0.1130527,47.5092379,23.9333333,171.4402461,115.9249785,,,,,,,,,,,,,,,,,
,,1437.0000000,-0.225762837969601,5.0160763,47.509457413754200,47.396527754065200,0.1129297,115925.058618749000000,115972.375064327000000,0.1129297,47.2835981,23.9500000,170.6274999,115.9723751,,,,,,,,,,,,,,,,,
,,1438.0000000,-0.225514499708555,5.0195669,47.283818515803300,47.171013254356600,0.1128053,115972.455236019000000,116019.546077581000000,0.1128053,47.0582080,23.9666667,169.8156477,116.0195461,,,,,,,,,,,,,,,,,
,,1439.0000000,-0.225263413624497,5.0230576,47.058429330278500,46.945749840732100,0.1126795,116019.626339018000000,116066.491827422000000,0.1126795,46.8330704,23.9833333,169.0046994,116.0664918,,,,,,,,,,,,,,,,,
,,1440.0000000,-0.225009582776834,5.0265482,46.833292603475900,46.720740257955300,0.1125523,116066.572178832000000,116113.212567680000000,0.1125523,46.6081879,24.0000000,168.1946649,116.1132126,,,,,,,,,,,,,,,,,
,,1441.0000000,-0.224753010258413,5.0300389,46.608411078615500,46.495987247696900,0.1124238,116113.293009292000000,116159.708554927000000,0.1124238,46.3835634,24.0166667,167.3855541,116.1597086,,,,,,,,,,,,,,,,,
,,1442.0000000,-0.224493699195489,5.0335296,46.383787495807600,46.271493548501400,0.1122939,116159.789086970000000,116205.980048476000000,0.1122939,46.1591996,24.0333333,166.5773768,116.2059800,,,,,,,,,,,,,,,,,
,,1443.0000000,-0.224231652747687,5.0370202,46.159424592019800,46.047261895753700,0.1121627,116206.060671177000000,116252.027310372000000,0.1121627,45.9350992,24.0500000,165.7701428,116.2520273,,,,,,,,,,,,,,,,,
,,1444.0000000,-0.223966874107959,5.0405109,45.935325101043200,45.823295021645800,0.1120301,116252.108023959000000,116297.850605393000000,0.1120301,45.7112649,24.0666667,164.9638621,116.2978506,,,,,,,,,,,,,,,,,
,,1445.0000000,-0.223699366502550,5.0440015,45.711491753459500,45.599595655143200,0.1118961,116297.931410093000000,116343.450201048000000,0.1118961,45.4876996,24.0833333,164.1585444,116.3434502,,,,,,,,,,,,,,,,,
,,1446.0000000,-0.223429133190956,5.0474922,45.487927276607300,45.376166521952200,0.1117608,116343.531097089000000,116388.826367570000000,0.1117608,45.2644058,24.1000000,163.3541995,116.3888264,,,,,,,,,,,,,,,,,
,,1447.0000000,-0.223156177465883,5.0509829,45.264634394549100,45.153010344486400,0.1116241,116388.907355178000000,116433.979377915000000,0.1116241,45.0413863,24.1166667,162.5508372,116.4339794,,,,,,,,,,,,,,,,,
,,1448.0000000,-0.222880502653212,5.0544735,45.041615828038400,44.930129841833200,0.1114860,116434.060457317000000,116478.909507757000000,0.1114860,44.8186439,24.1333333,161.7484674,116.4789095,,,,,,,,,,,,,,,,,
,,1449.0000000,-0.222602112111952,5.0579642,44.818874294485900,44.707527729721200,0.1113466,116478.990679179000000,116523.617035486000000,0.1113466,44.5961812,24.1500000,160.9470998,116.5236170,,,,,,,,,,,,,,,,,
,,1450.0000000,-0.222321009234206,5.0614548,44.596412507927000,44.485206720487000,0.1112058,116523.698299155000000,116568.102242207000000,0.1112058,44.3740009,24.1666667,160.1467442,116.5681022,,,,,,,,,,,,,,,,,
,,1451.0000000,-0.222037197445122,5.0649455,44.374233178988300,44.263169523041900,0.1110637,116568.183598347000000,116612.365411730000000,0.1110637,44.1521059,24.1833333,159.3474103,116.6123654,,,,,,,,,,,,,,,,,
